run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR527128	SAMEA2581958	ERX492331	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527128/ERR527128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527128/ERR527128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527128/HD-67_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527128/HD-67_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527128	HD-67_Run6
ERR527034	SAMEA2582006	ERX492237	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527034/ERR527034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527034/ERR527034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527034/HV29_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527034/HV29_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527034	HV29_Run6
ERR527132	SAMEA2581963	ERX492335	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527132/ERR527132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527132/ERR527132_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527132/HD-71_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527132/HD-71_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527132	HD-71_Run6
ERR527038	SAMEA2582010	ERX492241	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527038/ERR527038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527038/ERR527038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527038/HV4_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527038/HV4_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527038	HV4_Run1
ERR527136	SAMEA2581967	ERX492339	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527136/ERR527136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527136/ERR527136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527136/HD-75_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527136/HD-75_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527136	HD-75_Run6
ERR527137	SAMEA2581968	ERX492340	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527137/ERR527137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527137/ERR527137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527137/HD-76_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527137/HD-76_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527137	HD-76_Run6
ERR527040	SAMEA2582012	ERX492243	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527040/ERR527040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527040/ERR527040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527040/HV5_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527040/HV5_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527040	HV5_Run4
ERR527144	SAMEA2582022	ERX492347	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527144/ERR527144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527144/ERR527144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527144/LD-12_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527144/LD-12_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527144	LD-12_Run2
ERR527043	SAMEA2582015	ERX492246	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527043/ERR527043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527043/ERR527043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527043/HV8_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527043/HV8_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527043	HV8_Run2
ERR527147	SAMEA2582025	ERX492350	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527147/ERR527147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527147/ERR527147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527147/LD-14_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527147/LD-14_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527147	LD-14_Run2
ERR527148	SAMEA2582026	ERX492351	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527148/ERR527148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527148/ERR527148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527148/LD-15_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527148/LD-15_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527148	LD-15_Run2
ERR527149	SAMEA2582027	ERX492352	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527149/ERR527149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527149/ERR527149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527149/LD-16_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527149/LD-16_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527149	LD-16_Run2
ERR527047	SAMEA2581877	ERX492250	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527047/ERR527047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527047/ERR527047_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527047/HD-11_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527047/HD-11_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527047	HD-11_Run1
ERR527155	SAMEA2582033	ERX492358	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527155/ERR527155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527155/ERR527155_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527155/LD-2_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527155/LD-2_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527155	LD-2_Run5
ERR527048	SAMEA2581878	ERX492251	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527048/ERR527048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527048/ERR527048_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527048/HD-12_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527048/HD-12_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527048	HD-12_Run1
ERR527050	SAMEA2581880	ERX492253	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527050/ERR527050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527050/ERR527050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527050/HD-13_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527050/HD-13_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527050	HD-13_Run5
ERR527158	SAMEA2582036	ERX492361	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527158/ERR527158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527158/ERR527158_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527158/LD-21_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527158/LD-21_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527158	LD-21_Run5
ERR527051	SAMEA2581881	ERX492254	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527051/ERR527051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527051/ERR527051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527051/HD-14_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527051/HD-14_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527051	HD-14_Run1
ERR527052	SAMEA2581882	ERX492255	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527052/ERR527052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527052/ERR527052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527052/HD-15_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527052/HD-15_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527052	HD-15_Run1
ERR527159	SAMEA2582037	ERX492362	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527159/ERR527159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527159/ERR527159_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527159/LD-22_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527159/LD-22_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527159	LD-22_Run5
ERR527053	SAMEA2581883	ERX492256	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527053/ERR527053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527053/ERR527053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527053/HD-15_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527053/HD-15_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527053	HD-15_Run5
ERR527163	SAMEA2582041	ERX492366	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527163/ERR527163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527163/ERR527163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527163/LD-25_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527163/LD-25_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527163	LD-25_Run3
ERR527056	SAMEA2581886	ERX492259	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527056/ERR527056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527056/ERR527056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527056/HD-17_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527056/HD-17_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527056	HD-17_Run1
ERR527166	SAMEA2582044	ERX492369	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527166/ERR527166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527166/ERR527166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527166/LD-27_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527166/LD-27_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527166	LD-27_Run2
ERR527059	SAMEA2581889	ERX492262	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527059/ERR527059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527059/ERR527059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527059/HD-18_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527059/HD-18_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527059	HD-18_Run4
ERR527066	SAMEA2581896	ERX492269	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527066/ERR527066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527066/ERR527066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527066/HD-23_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527066/HD-23_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527066	HD-23_Run5
ERR527167	SAMEA2582045	ERX492370	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527167/ERR527167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527167/ERR527167_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527167/LD-27_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527167/LD-27_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527167	LD-27_Run3
ERR527067	SAMEA2581897	ERX492270	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527067/ERR527067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527067/ERR527067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527067/HD-24_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527067/HD-24_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527067	HD-24_Run6
ERR527170	SAMEA2582048	ERX492373	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527170/ERR527170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527170/ERR527170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527170/LD-28_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527170/LD-28_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527170	LD-28_Run5
ERR527069	SAMEA2581899	ERX492272	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527069/ERR527069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527069/ERR527069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527069/HD-25_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527069/HD-25_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527069	HD-25_Run5
ERR527172	SAMEA2582050	ERX492375	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527172/ERR527172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527172/ERR527172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527172/LD-3_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527172/LD-3_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527172	LD-3_Run5
ERR527072	SAMEA2581902	ERX492275	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527072/ERR527072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527072/ERR527072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527072/HD-28_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527072/HD-28_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527072	HD-28_Run1
ERR527175	SAMEA2582053	ERX492378	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527175/ERR527175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527175/ERR527175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527175/LD-30_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527175/LD-30_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527175	LD-30_Run5
ERR527077	SAMEA2581907	ERX492280	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527077/ERR527077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527077/ERR527077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527077/HD-31_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527077/HD-31_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527077	HD-31_Run1
ERR527177	SAMEA2582055	ERX492380	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527177/ERR527177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527177/ERR527177_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527177/LD-31_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527177/LD-31_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527177	LD-31_Run3
ERR527079	SAMEA2581909	ERX492282	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527079/ERR527079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527079/ERR527079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527079/HD-33_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527079/HD-33_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527079	HD-33_Run1
ERR527178	SAMEA2582056	ERX492381	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527178/ERR527178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527178/ERR527178_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527178/LD-31_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527178/LD-31_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527178	LD-31_Run4
ERR527080	SAMEA2581910	ERX492283	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527080/ERR527080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527080/ERR527080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527080/HD-34_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527080/HD-34_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527080	HD-34_Run1
ERR527082	SAMEA2581912	ERX492285	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527082/ERR527082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527082/ERR527082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527082/HD-36_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527082/HD-36_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527082	HD-36_Run5
ERR527084	SAMEA2581914	ERX492287	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527084/ERR527084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527084/ERR527084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527084/HD-37_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527084/HD-37_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527084	HD-37_Run5
ERR527085	SAMEA2581915	ERX492288	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527085/ERR527085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527085/ERR527085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527085/HD-38_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527085/HD-38_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527085	HD-38_Run5
ERR527180	SAMEA2582058	ERX492383	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527180/ERR527180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527180/ERR527180_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527180/LD-32_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527180/LD-32_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527180	LD-32_Run5
ERR527088	SAMEA2581918	ERX492291	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527088/ERR527088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527088/ERR527088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527088/HD-4_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527088/HD-4_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527088	HD-4_Run1
ERR527089	SAMEA2581919	ERX492292	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527089/ERR527089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527089/ERR527089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527089/HD-40_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527089/HD-40_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527089	HD-40_Run3
ERR527090	SAMEA2581920	ERX492293	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527090/ERR527090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527090/ERR527090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527090/HD-41_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527090/HD-41_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527090	HD-41_Run3
ERR527096	SAMEA2581926	ERX492299	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527096/ERR527096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527096/ERR527096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527096/HD-45_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527096/HD-45_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527096	HD-45_Run3
ERR527182	SAMEA2582060	ERX492385	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527182/ERR527182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527182/ERR527182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527182/LD-34_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527182/LD-34_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527182	LD-34_Run2
ERR527099	SAMEA2581929	ERX492302	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527099/ERR527099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527099/ERR527099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527099/HD-47_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527099/HD-47_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527099	HD-47_Run3
ERR527100	SAMEA2581930	ERX492303	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527100/ERR527100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527100/ERR527100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527100/HD-47_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527100/HD-47_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527100	HD-47_Run4
